Event ID,Season,MatchDay,Year,Month,Day,Date,Home Team,Away Team,Home Score,Away Score,Home ML,Draw ML,Away ML,,,
,AP25,17,2025,11,8,11/8/25,LEO,PUE,1,2,-110,265,270,,,
,AP25,17,2025,11,9,11/9/25,SAN,PAC,1,0,235,295,-105,,,
,AP25,18,2025,11,20,11/20/25,PAC,PUM,3,1,115,240,235,,,
,AP25,18,2025,11,20,11/20/25,TIJ,JUA,3,1,120,240,225,,,
,AP25,19,2025,11,23,11/23/25,JUA,PAC,2,1,165,220,170,,,
,AP25,20,2025,11,26,11/26/25,JUA,TOL,1,2,270,245,100,,,
,AP25,20,2025,11,26,11/26/25,MTY,AME,2,0,183,230,180,2.83,3.3,2.8
,AP25,20,2025,11,26,11/27/25,TIJ,TIG,3,0,261,240,125,3.61,3.4,2.25
,AP25,20,2025,11,27,11/27/25,GDL,CAZ,0,0,132,243,247,2.32,3.43,3.47
,AP25,21,2025,11,29,11/29/25,AME,MTY,2,1,-185,340,450,,,
,AP25,21,2025,11,29,11/29/25,TOL,JUA,0,0,-300,450,700,,,
,AP25,21,2025,11,29,11/29/25,TIG,TIJ,5,0,-290,425,700,,,
,AP25,21,2025,11,30,11/30/25,CAZ,GDL,3,2,115,230,240,,,
,AP25,22,2025,12,3,12/3/25,CAZ,TIG,1,1,130,215,220,,,
,AP25,22,2025,12,3,12/3/25,MTY,TOL,1,0,175,235,150,,,
,AP25,23,2025,12,5,12/5/25,TIG,CAZ,1,1,100,240,265,,,
,AP25,23,2025,12,6,12/6/25,TOL,MTY,3,2,-225,380,550,,,
,AP25,24,2025,12,11,12/11/25,TIG,TOL,1,0,110,220,260,,,
,AP25,25,2025,12,14,12/14/25,TOL,TIG,2,1,-180,310,475,,,
,CL26,1,2026,1,9,1/9/26,ATLX,PUE,1,0,150,225,190,,,
,CL26,1,2026,1,9,1/9/26,TIJ,AME,0,0,240,255,105,,,
,CL26,1,2026,1,9,1/9/26,MAZ,JUA,1,2,170,215,170,,,
,CL26,1,2026,1,10,1/10/26,MTY,TOL,0,1,-105,280,255,,,
,CL26,1,2026,1,10,1/10/26,LEO,CAZ,2,1,300,280,-125,,,
,CL26,1,2026,1,10,1/10/26,SAN,NEC,1,3,255,285,-110,,,
,CL26,1,2026,1,10,1/10/26,GDL,PAC,2,0,-115,260,310,,,
,CL26,1,2026,1,11,1/11/26,PUM,QRO,1,1,-210,330,600,,,
,CL26,1,2026,1,11,1/11/26,ASL,TIG,1,2,205,240,125,,,
,CL26,2,2026,1,13,1/13/26,PAC,LEO,2,1,-125,275,320,,,
,CL26,2,2026,1,13,1/13/26,JUA,GDL,0,1,370,250,-130,,,
,CL26,2,2026,1,13,1/13/26,NEC,MTY,0,2,165,245,155,,,
,CL26,2,2026,1,13,1/13/26,PUE,MAZ,2,1,-105,255,280,,,
,CL26,2,2026,1,14,1/14/26,AME,ASL,0,2,-235,370,600,,,
,CL26,2,2026,1,14,1/14/26,TIG,PUM,0,1,-150,275,425,,,
,CL26,2,2026,1,14,1/14/26,TOL,SAN,3,1,-450,600,900,,,
,CL26,2,2026,1,14,1/14/26,CAZ,ATLX,2,0,-270,400,650,,,
,CL26,2,2026,1,14,1/14/26,QRO,TIJ,1,2,185,220,155,,,
,CL26,3,2026,1,16,1/16/26,MAZ,MTY,1,5,450,320,-180,,,
,CL26,3,2026,1,17,1/17/26,TIJ,ASL,1,1,110,245,240,,,
,CL26,3,2026,1,17,1/17/26,TIG,TOL,0,0,120,235,230,,,
,CL26,3,2026,1,17,1/17/26,GDL,QRO,2,1,-285,380,800,,,
,CL26,3,2026,1,17,1/17/26,NEC,ATLX,0,1,-160,310,390,,,
,CL26,3,2026,1,17,1/17/26,CAZ,PUE,1,0,-170,320,425,,,
,CL26,3,2026,1,18,1/18/26,PAC,AME,0,0,235,215,125,,,
,CL26,3,2026,1,18,1/18/26,SAN,JUA,2,2,185,240,140,,,
,CL26,3,2026,1,18,1/18/26,PUM,LEO,1,1,-110,265,285,,,
,CL26,4,2026,1,30,1/30/26,PUE,TOL,0,0,500,320,-195,,,
,CL26,4,2026,1,30,1/30/26,PUM,SAN,4,0,-175,330,425,,,
,CL26,4,2026,1,30,1/30/26,JUA,CAZ,3,4,245,255,105,,,
,CL26,4,2026,1,31,1/31/26,ATLX,MAZ,1,0,-135,285,360,,,
,CL26,4,2026,1,31,1/31/26,AME,NEC,2,0,-175,310,450,,,
,CL26,4,2026,1,31,1/31/26,MTY,TIJ,2,2,-165,310,425,,,
,CL26,4,2026,1,31,1/31/26,LEO,TIG,1,2,225,245,115,,,
,CL26,4,2026,1,31,1/31/26,ASL,GDL,2,3,295,255,-115,,,
,CL26,4,2026,2,1,2/1/26,QRO,PAC,0,0,220,245,120,,,
,CL26,5,2026,2,6,2/6/26,NEC,ASL,4,1,135,235,200,,,
,CL26,5,2026,2,6,2/6/26,MAZ,GDL,1,2,650,380,-245,,,
,CL26,5,2026,2,6,2/6/26,TIJ,PUE,0,0,-155,300,400,,,
,CL26,5,2026,2,6,2/6/26,TIG,SAN,5,1,-360,500,800,,,
,CL26,5,2026,2,7,2/7/26,QRO,LEO,2,0,155,220,175,,,
,CL26,5,2026,2,7,2/7/26,PAC,JUA,2,0,-110,255,295,,,
,CL26,5,2026,2,7,2/7/26,ATLX,PUM,2,2,185,210,155,,,
,CL26,5,2026,2,7,2/7/26,AME,MTY,1,0,-120,260,320,,,
,CL26,5,2026,2,7,2/7/26,TOL,CAZ,1,1,-130,275,330,,,
,CL26,6,2026,2,13,2/13/26,TOL,TIJ,1,0,-340,475,800,,,
,CL26,6,2026,2,13,2/13/26,PUE,PUM,2,3,180,225,155,,,
,CL26,6,2026,2,14,2/14/26,GDL,AME,1,0,125,235,220,,,
,CL26,6,2026,2,14,2/14/26,ASL,QRO,3,0,-115,260,310,,,
,CL26,6,2026,2,14,2/14/26,MTY,LEO,1,0,-175,330,425,,,
,CL26,6,2026,2,14,2/14/26,JUA,NEC,1,2,110,235,240,,,
,CL26,6,2026,2,14,2/14/26,PAC,ATLX,3,1,-140,275,370,,,
,CL26,6,2026,2,15,2/15/26,CAZ,TIG,2,1,130,210,230,,,
,CL26,6,2026,2,15,2/15/26,SAN,MAZ,1,2,-115,275,285,,,
,CL26,7,2026,2,20,2/20/26,TIG,PAC,1,2,-215,350,500,,,
,CL26,7,2026,2,20,2/20/26,PUE,AME,0,4,360,255,-125,,,
,CL26,7,2026,2,21,2/21/26,ATLX,ASL,3,2,145,230,190,,,
,CL26,7,2026,2,21,2/21/26,LEO,SAN,2,1,-160,320,390,,,
,CL26,7,2026,2,21,2/21/26,NEC,TOL,0,3,425,290,-155,,,
,CL26,7,2026,2,21,2/21/26,CAZ,GDL,2,1,145,240,175,,,
,CL26,7,2026,2,21,2/21/26,TIJ,MAZ,1,1,-230,370,600,,,
,CL26,7,2026,2,22,2/22/26,QRO,JUA,0,0,155,210,190,,,
,CL26,7,2026,2,22,2/22/26,PUM,MTY,2,0,175,260,140,,,
,CL26,8,2026,2,27,2/27/26,MAZ,PAC,1,0,240,240,115,,,
,CL26,8,2026,2,27,2/27/26,TIJ,PUM,1,1,110,250,235,,,
,CL26,8,2026,2,27,2/27/26,QRO,SAN,2,2,-110,265,285,,,
,CL26,8,2026,2,27,2/27/26,JUA,ATLX,3,1,110,235,250,,,
,CL26,8,2026,2,28,2/28/26,ASL,PUE,0,1,-105,260,275,,,
,CL26,8,2026,2,28,2/28/26,MTY,CAZ,0,2,160,250,160,,,
,CL26,8,2026,2,28,2/28/26,AME,TIG,1,4,110,225,265,,,
,CL26,8,2026,2,28,2/28/26,TOL,GDL,2,0,100,220,300,,,
,CL26,8,2026,2,28,2/28/26,LEO,NEC,2,1,110,255,235,,,
,CL26,9,2026,3,3,3/3/26,PUM,TOL,2,3,290,280,-115,,,
,CL26,9,2026,3,3,3/3/26,SAN,CAZ,1,2,500,380,-220,,,
,CL26,9,2026,3,3,3/3/26,ASL,MAZ,4,1,-155,295,400,,,
,CL26,9,2026,3,3,3/3/26,PAC,NEC,2,1,-135,280,360,,,
,CL26,9,2026,3,4,3/4/26,MTY,QRO,4,0,-225,360,550,,,
,CL26,9,2026,3,4,3/4/26,ATLX,TIJ,2,1,105,250,255,,,
,CL26,9,2026,3,18,3/18/26,GDL,LEO,5,0,-227,400,659,,,
,CL26,9,2026,3,4,3/4/26,PUE,TIG,3,1,270,260,-105,,,
,CL26,9,2026,3,4,3/4/26,AME,JUA,1,2,-185,310,500,,,
,CL26,10,2026,3,6,3/6/26,NEC,PUM,0,1,150,235,170,,,
,CL26,10,2026,3,6,3/6/26,MAZ,LEO,4,2,190,235,135,,,
,CL26,10,2026,3,7,3/7/26,PAC,PUE,2,1,-160,270,400,,,
,CL26,10,2026,3,7,3/7/26,CAZ,ASL,3,0,-215,350,500,,,
,CL26,10,2026,3,7,3/7/26,ATLX,GDL,1,2,450,275,-170,,,
,CL26,10,2026,3,7,3/7/26,QRO,AME,1,2,450,245,-150,,,
,CL26,10,2026,3,7,3/7/26,TIG,MTY,1,0,-125,265,310,,,
,CL26,10,2026,3,8,3/8/26,TIJ,SAN,3,1,-163,333,375,,,
,CL26,10,2026,3,8,3/8/26,TOL,JUA,3,1,-340,400,850,,,
,CL26,11,2026,3,13,3/13/26,PUE,NEC,0,0,131,268,217,,,
,CL26,11,2026,3,13,3/13/26,JUA,MTY,2,2,179,267,180,,,
,CL26,11,2026,3,13,3/13/26,ASL,PAC,1,1,221,253,136,,,
,CL26,11,2026,3,14,3/14/26,GDL,SAN,3,0,-323,527,880,,,
,CL26,11,2026,3,14,3/14/26,LEO,TIJ,0,3,-119,307,333,,,
,CL26,11,2026,3,15,3/15/26,TOL,ATLX,1,1,-167,369,640,,,
,CL26,11,2026,3,15,3/15/26,PUM,CAZ,2,2,270,266,110,,,
,CL26,11,2026,3,15,3/15/26,TIG,QRO,0,0,-213,386,659,,,
,CL26,11,2026,3,15,3/15/26,AME,MAZ,2,0,-345,587,1229,,,
